reverse|None|None|-8369,670,-9175,6299,-9873,6394
size|None|None|6
empty|None|None|0
get|4|None|-9873
size|None|None|6
empty|None|None|0
set|3|-797|-797
size|None|None|6
empty|None|None|0
peek_left|None|None|-8369
size|None|None|6
empty|None|None|0
set|2|9603|9603
size|None|None|6
empty|None|None|0
peek_left|None|None|-8369
reverse|None|None|6394,-9873,-797,9603,670,-8369
size|None|None|6
empty|None|None|0
get|1|None|-9873
size|None|None|6
empty|None|None|0
peek_left|None|None|6394
size|None|None|6
empty|None|None|0
set|1|6249|6249
size|None|None|6
empty|None|None|0
peek_left|None|None|6394
size|None|None|6
empty|None|None|0
peek_left|None|None|6394
reverse|None|None|-8369,670,9603,-797,6249,6394
size|None|None|6
empty|None|None|0
set|5|3521|3521
size|None|None|6
empty|None|None|0
get|2|None|9603
size|None|None|6
empty|None|None|0
peek_right|None|None|3521
size|None|None|6
empty|None|None|0
get|4|None|6249
size|None|None|6
empty|None|None|0
peek_left|None|None|-8369
size|None|None|6
empty|None|None|0
get|5|None|3521
size|None|None|6
empty|None|None|0
set|5|-4521|-4521
size|None|None|6
empty|None|None|0
get|0|None|-8369
size|None|None|6
empty|None|None|0
set|5|9146|9146
size|None|None|6
empty|None|None|0
set|0|7529|7529
size|None|None|6
empty|None|None|0
get|0|None|7529
reverse|None|None|9146,6249,-797,9603,670,7529
size|None|None|6
empty|None|None|0
peek_left|None|None|9146
size|None|None|6
empty|None|None|0
peek_left|None|None|9146
reverse|None|None|7529,670,9603,-797,6249,9146
size|None|None|6
empty|None|None|0
set|0|1715|1715
size|None|None|6
empty|None|None|0
get|0|None|1715
size|None|None|6
empty|None|None|0
peek_left|None|None|1715
size|None|None|6
empty|None|None|0
set|1|-2240|-2240
size|None|None|6
empty|None|None|0
get|5|None|9146
size|None|None|6
empty|None|None|0
get|0|None|1715
size|None|None|6
empty|None|None|0
set|2|-4965|-4965
size|None|None|6
empty|None|None|0
peek_right|None|None|9146
size|None|None|6
empty|None|None|0
peek_left|None|None|1715
size|None|None|6
empty|None|None|0
peek_right|None|None|9146
size|None|None|6
empty|None|None|0
peek_right|None|None|9146
size|None|None|6
empty|None|None|0
set|1|-8933|-8933
size|None|None|6
empty|None|None|0
peek_right|None|None|9146
size|None|None|6
empty|None|None|0
peek_right|None|None|9146
size|None|None|6
empty|None|None|0
get|1|None|-8933
size|None|None|6
empty|None|None|0
set|5|2766|2766
size|None|None|6
empty|None|None|0
get|1|None|-8933
size|None|None|6
empty|None|None|0
peek_right|None|None|2766
size|None|None|6
empty|None|None|0
get|2|None|-4965
size|None|None|6
empty|None|None|0
get|4|None|6249
size|None|None|6
empty|None|None|0
peek_right|None|None|2766
size|None|None|6
empty|None|None|0
set|2|-4386|-4386
size|None|None|6
empty|None|None|0
set|4|1850|1850
size|None|None|6
empty|None|None|0
peek_left|None|None|1715
size|None|None|6
empty|None|None|0
set|5|-8787|-8787
size|None|None|6
empty|None|None|0
set|5|-3277|-3277
size|None|None|6
empty|None|None|0
get|3|None|-797
size|None|None|6
empty|None|None|0
set|4|8622|8622
size|None|None|6
empty|None|None|0
peek_right|None|None|-3277
size|None|None|6
empty|None|None|0
peek_left|None|None|1715
size|None|None|6
empty|None|None|0
get|3|None|-797
size|None|None|6
empty|None|None|0
peek_right|None|None|-3277
reverse|None|None|-3277,8622,-797,-4386,-8933,1715
size|None|None|6
empty|None|None|0
peek_right|None|None|1715
size|None|None|6
empty|None|None|0
get|3|None|-4386
size|None|None|6
empty|None|None|0
peek_right|None|None|1715
size|None|None|6
empty|None|None|0
get|2|None|-797
size|None|None|6
empty|None|None|0
peek_right|None|None|1715
size|None|None|6
empty|None|None|0
peek_right|None|None|1715
size|None|None|6
empty|None|None|0
peek_right|None|None|1715
size|None|None|6
empty|None|None|0
set|4|4568|4568
size|None|None|6
empty|None|None|0
peek_right|None|None|1715
size|None|None|6
empty|None|None|0
set|3|8720|8720
size|None|None|6
empty|None|None|0
peek_left|None|None|-3277
size|None|None|6
empty|None|None|0
peek_right|None|None|1715
size|None|None|6
empty|None|None|0
peek_left|None|None|-3277
size|None|None|6
empty|None|None|0
get|1|None|8622
size|None|None|6
empty|None|None|0
peek_left|None|None|-3277
size|None|None|6
empty|None|None|0
set|0|-8091|-8091
size|None|None|6
empty|None|None|0
peek_left|None|None|-8091
size|None|None|6
empty|None|None|0
peek_left|None|None|-8091
size|None|None|6
empty|None|None|0
peek_right|None|None|1715
size|None|None|6
empty|None|None|0
peek_left|None|None|-8091
reverse|None|None|1715,4568,8720,-797,8622,-8091
size|None|None|6
empty|None|None|0
set|4|7808|7808
size|None|None|6
empty|None|None|0
peek_left|None|None|1715
size|None|None|6
empty|None|None|0
peek_left|None|None|1715
reverse|None|None|-8091,7808,-797,8720,4568,1715
size|None|None|6
empty|None|None|0
get|0|None|-8091
size|None|None|6
empty|None|None|0
peek_right|None|None|1715
size|None|None|6
empty|None|None|0
peek_left|None|None|-8091
size|None|None|6
empty|None|None|0
peek_left|None|None|-8091
size|None|None|6
empty|None|None|0
peek_left|None|None|-8091
size|None|None|6
empty|None|None|0
get|1|None|7808
size|None|None|6
empty|None|None|0
set|0|8680|8680
size|None|None|6
empty|None|None|0
get|2|None|-797
reverse|None|None|1715,4568,8720,-797,7808,8680
size|None|None|6
empty|None|None|0
get|4|None|7808
size|None|None|6
empty|None|None|0
peek_right|None|None|8680
size|None|None|6
empty|None|None|0
peek_right|None|None|8680
size|None|None|6
empty|None|None|0
set|5|9852|9852
size|None|None|6
empty|None|None|0
peek_right|None|None|9852
size|None|None|6
empty|None|None|0
peek_left|None|None|1715
size|None|None|6
empty|None|None|0
peek_left|None|None|1715
size|None|None|6
empty|None|None|0
get|5|None|9852
size|None|None|6
empty|None|None|0
peek_right|None|None|9852
size|None|None|6
empty|None|None|0
peek_left|None|None|1715
size|None|None|6
empty|None|None|0
peek_right|None|None|9852
size|None|None|6
empty|None|None|0
set|2|2443|2443
size|None|None|6
empty|None|None|0
set|4|3735|3735
size|None|None|6
empty|None|None|0
set|5|7588|7588
size|None|None|6
empty|None|None|0
peek_right|None|None|7588
size|None|None|6
empty|None|None|0
peek_right|None|None|7588
size|None|None|6
empty|None|None|0
set|5|114|114
size|None|None|6
empty|None|None|0
set|0|-3614|-3614
size|None|None|6
empty|None|None|0
peek_left|None|None|-3614
reverse|None|None|114,3735,-797,2443,4568,-3614
size|None|None|6
empty|None|None|0
peek_left|None|None|114
size|None|None|6
empty|None|None|0
peek_right|None|None|-3614
reverse|None|None|-3614,4568,2443,-797,3735,114
size|None|None|6
empty|None|None|0
set|1|6986|6986
size|None|None|6
empty|None|None|0
peek_right|None|None|114
size|None|None|6
empty|None|None|0
set|0|6897|6897
size|None|None|6
empty|None|None|0
peek_left|None|None|6897
size|None|None|6
empty|None|None|0
peek_left|None|None|6897
size|None|None|6
empty|None|None|0
peek_left|None|None|6897
size|None|None|6
empty|None|None|0
set|1|-1913|-1913
size|None|None|6
empty|None|None|0
get|0|None|6897
size|None|None|6
empty|None|None|0
peek_right|None|None|114
size|None|None|6
empty|None|None|0
peek_right|None|None|114
size|None|None|6
empty|None|None|0
set|5|5139|5139
size|None|None|6
empty|None|None|0
peek_right|None|None|5139
size|None|None|6
empty|None|None|0
peek_left|None|None|6897
size|None|None|6
empty|None|None|0
peek_left|None|None|6897
size|None|None|6
empty|None|None|0
peek_right|None|None|5139
size|None|None|6
empty|None|None|0
peek_left|None|None|6897
size|None|None|6
empty|None|None|0
peek_right|None|None|5139
size|None|None|6
empty|None|None|0
get|5|None|5139
size|None|None|6
empty|None|None|0
set|1|-6767|-6767
size|None|None|6
empty|None|None|0
peek_left|None|None|6897
size|None|None|6
empty|None|None|0
peek_left|None|None|6897
reverse|None|None|5139,3735,-797,2443,-6767,6897
size|None|None|6
empty|None|None|0
peek_right|None|None|6897
size|None|None|6
empty|None|None|0
set|2|-4595|-4595
size|None|None|6
empty|None|None|0
peek_left|None|None|5139
size|None|None|6
empty|None|None|0
get|2|None|-4595
size|None|None|6
empty|None|None|0
get|4|None|-6767
size|None|None|6
empty|None|None|0
get|1|None|3735
size|None|None|6
empty|None|None|0
get|3|None|2443
size|None|None|6
empty|None|None|0
peek_right|None|None|6897
size|None|None|6
empty|None|None|0
peek_right|None|None|6897
size|None|None|6
empty|None|None|0
set|0|7324|7324
size|None|None|6
empty|None|None|0
peek_left|None|None|7324
size|None|None|6
empty|None|None|0
set|0|-8500|-8500
size|None|None|6
empty|None|None|0
set|5|9410|9410
size|None|None|6
empty|None|None|0
peek_left|None|None|-8500
size|None|None|6
empty|None|None|0
peek_left|None|None|-8500
size|None|None|6
empty|None|None|0
get|0|None|-8500
size|None|None|6
empty|None|None|0
get|4|None|-6767
size|None|None|6
empty|None|None|0
set|1|-6462|-6462
reverse|None|None|9410,-6767,2443,-4595,-6462,-8500
size|None|None|6
empty|None|None|0
set|4|-8199|-8199
size|None|None|6
empty|None|None|0
get|2|None|2443
size|None|None|6
empty|None|None|0
peek_left|None|None|9410
size|None|None|6
empty|None|None|0
peek_left|None|None|9410
reverse|None|None|-8500,-8199,-4595,2443,-6767,9410
size|None|None|6
empty|None|None|0
peek_left|None|None|-8500
size|None|None|6
empty|None|None|0
set|3|-4803|-4803
size|None|None|6
empty|None|None|0
get|1|None|-8199
size|None|None|6
empty|None|None|0
peek_left|None|None|-8500
size|None|None|6
empty|None|None|0
peek_left|None|None|-8500
size|None|None|6
empty|None|None|0
set|5|-2845|-2845
size|None|None|6
empty|None|None|0
set|3|9939|9939
size|None|None|6
empty|None|None|0
peek_left|None|None|-8500
size|None|None|6
empty|None|None|0
get|3|None|9939
size|None|None|6
empty|None|None|0
peek_right|None|None|-2845
size|None|None|6
empty|None|None|0
peek_right|None|None|-2845
reverse|None|None|-2845,-6767,9939,-4595,-8199,-8500
size|None|None|6
empty|None|None|0
set|2|-5060|-5060
size|None|None|6
empty|None|None|0
peek_right|None|None|-8500
size|None|None|6
empty|None|None|0
get|3|None|-4595
reverse|None|None|-8500,-8199,-4595,-5060,-6767,-2845
size|None|None|6
empty|None|None|0
get|4|None|-6767
size|None|None|6
empty|None|None|0
get|5|None|-2845
size|None|None|6
empty|None|None|0
set|4|-190|-190
size|None|None|6
empty|None|None|0
set|2|1119|1119
size|None|None|6
empty|None|None|0
get|5|None|-2845
size|None|None|6
empty|None|None|0
peek_right|None|None|-2845
size|None|None|6
empty|None|None|0
peek_right|None|None|-2845
size|None|None|6
empty|None|None|0
get|1|None|-8199
size|None|None|6
empty|None|None|0
peek_left|None|None|-8500
size|None|None|6
empty|None|None|0
get|4|None|-190
size|None|None|6
empty|None|None|0
peek_right|None|None|-2845
size|None|None|6
empty|None|None|0
get|0|None|-8500
size|None|None|6
empty|None|None|0
set|2|1946|1946
reverse|None|None|-2845,-190,-5060,1946,-8199,-8500
size|None|None|6
empty|None|None|0
peek_left|None|None|-2845
size|None|None|6
empty|None|None|0
set|1|-6517|-6517
size|None|None|6
empty|None|None|0
get|2|None|-5060
size|None|None|6
empty|None|None|0
get|5|None|-8500
size|None|None|6
empty|None|None|0
get|0|None|-2845
size|None|None|6
empty|None|None|0
set|1|-9710|-9710
size|None|None|6
empty|None|None|0
get|2|None|-5060
size|None|None|6
empty|None|None|0
peek_left|None|None|-2845
size|None|None|6
empty|None|None|0
peek_left|None|None|-2845
size|None|None|6
empty|None|None|0
get|2|None|-5060
size|None|None|6
empty|None|None|0
peek_right|None|None|-8500
size|None|None|6
empty|None|None|0
peek_right|None|None|-8500
size|None|None|6
empty|None|None|0
peek_left|None|None|-2845
size|None|None|6
empty|None|None|0
set|5|-2591|-2591
size|None|None|6
empty|None|None|0
peek_left|None|None|-2845
size|None|None|6
empty|None|None|0
set|0|-8561|-8561
size|None|None|6
empty|None|None|0
set|5|2008|2008
size|None|None|6
empty|None|None|0
set|5|-4445|-4445
size|None|None|6
empty|None|None|0
get|2|None|-5060
size|None|None|6
empty|None|None|0
set|4|-236|-236
size|None|None|6
empty|None|None|0
peek_right|None|None|-4445
size|None|None|6
empty|None|None|0
get|3|None|1946
reverse|None|None|-4445,-236,1946,-5060,-9710,-8561
size|None|None|6
empty|None|None|0
peek_left|None|None|-4445
size|None|None|6
empty|None|None|0
peek_left|None|None|-4445
size|None|None|6
empty|None|None|0
peek_right|None|None|-8561
size|None|None|6
empty|None|None|0
peek_right|None|None|-8561
size|None|None|6
empty|None|None|0
set|5|-1537|-1537
size|None|None|6
empty|None|None|0
set|2|4537|4537
size|None|None|6
empty|None|None|0
peek_right|None|None|-1537
size|None|None|6
empty|None|None|0
peek_right|None|None|-1537
size|None|None|6
empty|None|None|0
set|2|4815|4815
size|None|None|6
empty|None|None|0
peek_right|None|None|-1537
size|None|None|6
empty|None|None|0
get|4|None|-9710
reverse|None|None|-1537,-9710,-5060,4815,-236,-4445
size|None|None|6
empty|None|None|0
get|3|None|4815
size|None|None|6
empty|None|None|0
set|0|-8580|-8580
size|None|None|6
empty|None|None|0
peek_right|None|None|-4445
size|None|None|6
empty|None|None|0
get|4|None|-236
size|None|None|6
empty|None|None|0
set|2|1049|1049
size|None|None|6
empty|None|None|0
peek_right|None|None|-4445
size|None|None|6
empty|None|None|0
peek_left|None|None|-8580
size|None|None|6
empty|None|None|0
peek_right|None|None|-4445
size|None|None|6
empty|None|None|0
peek_left|None|None|-8580
size|None|None|6
empty|None|None|0
peek_left|None|None|-8580
size|None|None|6
empty|None|None|0
get|3|None|4815
size|None|None|6
empty|None|None|0
get|2|None|1049
size|None|None|6
empty|None|None|0
set|4|5183|5183
size|None|None|6
empty|None|None|0
get|0|None|-8580
size|None|None|6
empty|None|None|0
peek_right|None|None|-4445
reverse|None|None|-4445,5183,4815,1049,-9710,-8580
size|None|None|6
empty|None|None|0
peek_left|None|None|-4445
size|None|None|6
empty|None|None|0
set|4|8737|8737
size|None|None|6
empty|None|None|0
set|0|-5422|-5422
size|None|None|6
empty|None|None|0
get|2|None|4815
size|None|None|6
empty|None|None|0
peek_left|None|None|-5422
size|None|None|6
empty|None|None|0
set|0|-6398|-6398
size|None|None|6
empty|None|None|0
get|4|None|8737
size|None|None|6
empty|None|None|0
peek_right|None|None|-8580
size|None|None|6
empty|None|None|0
get|3|None|1049
size|None|None|6
empty|None|None|0
peek_right|None|None|-8580
size|None|None|6
empty|None|None|0
get|2|None|4815
size|None|None|6
empty|None|None|0
set|1|-4334|-4334
size|None|None|6
empty|None|None|0
peek_left|None|None|-6398
size|None|None|6
empty|None|None|0
get|2|None|4815
reverse|None|None|-8580,8737,1049,4815,-4334,-6398
size|None|None|6
empty|None|None|0
get|4|None|-4334
size|None|None|6
empty|None|None|0
get|4|None|-4334
size|None|None|6
empty|None|None|0
peek_left|None|None|-8580
size|None|None|6
empty|None|None|0
peek_right|None|None|-6398
size|None|None|6
empty|None|None|0
set|5|9169|9169
reverse|None|None|9169,-4334,4815,1049,8737,-8580
size|None|None|6
empty|None|None|0
set|1|5587|5587
size|None|None|6
empty|None|None|0
get|0|None|9169
size|None|None|6
empty|None|None|0
set|4|1836|1836
size|None|None|6
empty|None|None|0
set|2|4239|4239
size|None|None|6
empty|None|None|0
peek_left|None|None|9169
size|None|None|6
empty|None|None|0
set|4|8511|8511
reverse|None|None|-8580,8511,1049,4239,5587,9169
size|None|None|6
empty|None|None|0
set|0|6687|6687
size|None|None|6
empty|None|None|0
set|0|-1124|-1124
size|None|None|6
empty|None|None|0
get|0|None|-1124
reverse|None|None|9169,5587,4239,1049,8511,-1124
size|None|None|6
empty|None|None|0
peek_right|None|None|-1124
size|None|None|6
empty|None|None|0
peek_left|None|None|9169
size|None|None|6
empty|None|None|0
get|2|None|4239
reverse|None|None|-1124,8511,1049,4239,5587,9169
size|None|None|6
empty|None|None|0
set|1|-9365|-9365
size|None|None|6
empty|None|None|0
peek_left|None|None|-1124
size|None|None|6
empty|None|None|0
set|5|-748|-748
size|None|None|6
empty|None|None|0
peek_left|None|None|-1124
size|None|None|6
empty|None|None|0
set|3|-8860|-8860
size|None|None|6
empty|None|None|0
set|0|-1864|-1864
size|None|None|6
empty|None|None|0
peek_left|None|None|-1864
size|None|None|6
empty|None|None|0
peek_right|None|None|-748
size|None|None|6
empty|None|None|0
set|5|745|745
size|None|None|6
empty|None|None|0
get|3|None|-8860
size|None|None|6
empty|None|None|0
peek_right|None|None|745
reverse|None|None|745,5587,-8860,1049,-9365,-1864
size|None|None|6
empty|None|None|0
set|0|1130|1130
size|None|None|6
empty|None|None|0
peek_left|None|None|1130
size|None|None|6
empty|None|None|0
set|5|2346|2346
size|None|None|6
empty|None|None|0
peek_left|None|None|1130
size|None|None|6
empty|None|None|0
get|1|None|5587
reverse|None|None|2346,-9365,1049,-8860,5587,1130
size|None|None|6
empty|None|None|0
set|4|-9604|-9604
size|None|None|6
empty|None|None|0
set|2|8179|8179
size|None|None|6
empty|None|None|0
peek_right|None|None|1130
size|None|None|6
empty|None|None|0
peek_right|None|None|1130
size|None|None|6
empty|None|None|0
peek_left|None|None|2346
size|None|None|6
empty|None|None|0
peek_right|None|None|1130
size|None|None|6
empty|None|None|0
set|2|-2491|-2491
size|None|None|6
empty|None|None|0
peek_left|None|None|2346
size|None|None|6
empty|None|None|0
set|3|-2865|-2865
size|None|None|6
empty|None|None|0
set|2|6968|6968
size|None|None|6
empty|None|None|0
get|0|None|2346
size|None|None|6
empty|None|None|0
peek_right|None|None|1130
size|None|None|6
empty|None|None|0
peek_left|None|None|2346
size|None|None|6
empty|None|None|0
peek_right|None|None|1130
size|None|None|6
empty|None|None|0
set|0|-4342|-4342
size|None|None|6
empty|None|None|0
get|4|None|-9604
size|None|None|6
empty|None|None|0
peek_right|None|None|1130
size|None|None|6
empty|None|None|0
get|3|None|-2865
size|None|None|6
empty|None|None|0
peek_right|None|None|1130
reverse|None|None|1130,-9604,-2865,6968,-9365,-4342
size|None|None|6
empty|None|None|0
peek_right|None|None|-4342
size|None|None|6
empty|None|None|0
get|5|None|-4342
size|None|None|6
empty|None|None|0
peek_left|None|None|1130
size|None|None|6
empty|None|None|0
peek_right|None|None|-4342
size|None|None|6
empty|None|None|0
peek_right|None|None|-4342
size|None|None|6
empty|None|None|0
set|0|8167|8167
reverse|None|None|-4342,-9365,6968,-2865,-9604,8167
size|None|None|6
empty|None|None|0
set|1|-3904|-3904
size|None|None|6
empty|None|None|0
set|5|-1926|-1926
size|None|None|6
empty|None|None|0
peek_left|None|None|-4342
reverse|None|None|-1926,-9604,-2865,6968,-3904,-4342
size|None|None|6
empty|None|None|0
get|4|None|-3904
size|None|None|6
empty|None|None|0
peek_left|None|None|-1926
size|None|None|6
empty|None|None|0
set|2|9854|9854
reverse|None|None|-4342,-3904,6968,9854,-9604,-1926
size|None|None|6
empty|None|None|0
peek_right|None|None|-1926
size|None|None|6
empty|None|None|0
peek_right|None|None|-1926
size|None|None|6
empty|None|None|0
set|4|-1922|-1922
size|None|None|6
empty|None|None|0
get|4|None|-1922
size|None|None|6
empty|None|None|0
set|0|-1602|-1602
size|None|None|6
empty|None|None|0
peek_right|None|None|-1926
reverse|None|None|-1926,-1922,9854,6968,-3904,-1602
size|None|None|6
empty|None|None|0
peek_left|None|None|-1926
size|None|None|6
empty|None|None|0
get|1|None|-1922
size|None|None|6
empty|None|None|0
peek_left|None|None|-1926
size|None|None|6
empty|None|None|0
get|3|None|6968
size|None|None|6
empty|None|None|0
set|1|-8719|-8719
size|None|None|6
empty|None|None|0
set|4|-5226|-5226
size|None|None|6
empty|None|None|0
get|1|None|-8719
reverse|None|None|-1602,-5226,6968,9854,-8719,-1926
size|None|None|6
empty|None|None|0
peek_left|None|None|-1602
size|None|None|6
empty|None|None|0
peek_left|None|None|-1602
size|None|None|6
empty|None|None|0
peek_left|None|None|-1602
size|None|None|6
empty|None|None|0
peek_left|None|None|-1602
size|None|None|6
empty|None|None|0
peek_right|None|None|-1926
size|None|None|6
empty|None|None|0
set|3|6631|6631
size|None|None|6
empty|None|None|0
set|0|-8546|-8546
size|None|None|6
empty|None|None|0
get|5|None|-1926
size|None|None|6
empty|None|None|0
set|5|-5923|-5923
size|None|None|6
empty|None|None|0
peek_left|None|None|-8546
reverse|None|None|-5923,-8719,6631,6968,-5226,-8546
size|None|None|6
empty|None|None|0
peek_right|None|None|-8546
size|None|None|6
empty|None|None|0
get|5|None|-8546
size|None|None|6
empty|None|None|0
set|5|2418|2418
size|None|None|6
empty|None|None|0
get|4|None|-5226
reverse|None|None|2418,-5226,6968,6631,-8719,-5923
size|None|None|6
empty|None|None|0
get|1|None|-5226
reverse|None|None|-5923,-8719,6631,6968,-5226,2418
size|None|None|6
empty|None|None|0
set|5|6611|6611
size|None|None|6
empty|None|None|0
peek_left|None|None|-5923
size|None|None|6
empty|None|None|0
get|5|None|6611
reverse|None|None|6611,-5226,6968,6631,-8719,-5923
size|None|None|6
empty|None|None|0
get|2|None|6968
size|None|None|6
empty|None|None|0
peek_left|None|None|6611
size|None|None|6
empty|None|None|0
peek_left|None|None|6611
size|None|None|6
empty|None|None|0
get|5|None|-5923
size|None|None|6
empty|None|None|0
get|4|None|-8719
size|None|None|6
empty|None|None|0
peek_right|None|None|-5923
size|None|None|6
empty|None|None|0
get|0|None|6611
size|None|None|6
empty|None|None|0
get|2|None|6968
size|None|None|6
empty|None|None|0
set|4|4267|4267
reverse|None|None|-5923,4267,6631,6968,-5226,6611
size|None|None|6
empty|None|None|0
get|4|None|-5226
size|None|None|6
empty|None|None|0
peek_right|None|None|6611
size|None|None|6
empty|None|None|0
peek_right|None|None|6611
size|None|None|6
empty|None|None|0
peek_left|None|None|-5923
size|None|None|6
empty|None|None|0
peek_left|None|None|-5923
size|None|None|6
empty|None|None|0
peek_right|None|None|6611
size|None|None|6
empty|None|None|0
peek_left|None|None|-5923
reverse|None|None|6611,-5226,6968,6631,4267,-5923
size|None|None|6
empty|None|None|0
peek_left|None|None|6611
size|None|None|6
empty|None|None|0
set|3|-9936|-9936
size|None|None|6
empty|None|None|0
peek_left|None|None|6611
size|None|None|6
empty|None|None|0
peek_right|None|None|-5923
reverse|None|None|-5923,4267,-9936,6968,-5226,6611
size|None|None|6
empty|None|None|0
get|4|None|-5226
size|None|None|6
empty|None|None|0
set|2|6585|6585
reverse|None|None|6611,-5226,6968,6585,4267,-5923
size|None|None|6
empty|None|None|0
get|1|None|-5226
size|None|None|6
empty|None|None|0
peek_right|None|None|-5923
size|None|None|6
empty|None|None|0
get|3|None|6585
size|None|None|6
empty|None|None|0
peek_left|None|None|6611
size|None|None|6
empty|None|None|0
set|5|-1027|-1027
size|None|None|6
empty|None|None|0
get|2|None|6968
size|None|None|6
empty|None|None|0
peek_left|None|None|6611
size|None|None|6
empty|None|None|0
get|2|None|6968
reverse|None|None|-1027,4267,6585,6968,-5226,6611
size|None|None|6
empty|None|None|0
get|4|None|-5226
size|None|None|6
empty|None|None|0
get|2|None|6585
size|None|None|6
empty|None|None|0
set|0|5268|5268
size|None|None|6
empty|None|None|0
get|0|None|5268
size|None|None|6
empty|None|None|0
peek_right|None|None|6611
size|None|None|6
empty|None|None|0
get|4|None|-5226
size|None|None|6
empty|None|None|0
peek_right|None|None|6611
size|None|None|6
empty|None|None|0
peek_right|None|None|6611
size|None|None|6
empty|None|None|0
set|0|7612|7612
size|None|None|6
empty|None|None|0
peek_left|None|None|7612
size|None|None|6
empty|None|None|0
get|1|None|4267
reverse|None|None|6611,-5226,6968,6585,4267,7612
size|None|None|6
empty|None|None|0
peek_left|None|None|6611
size|None|None|6
empty|None|None|0
set|3|8544|8544
size|None|None|6
empty|None|None|0
peek_left|None|None|6611
size|None|None|6
empty|None|None|0
peek_left|None|None|6611
size|None|None|6
empty|None|None|0
peek_left|None|None|6611
size|None|None|6
empty|None|None|0
set|4|-7602|-7602
size|None|None|6
empty|None|None|0
set|0|-6780|-6780
size|None|None|6
empty|None|None|0
get|1|None|-5226
size|None|None|6
empty|None|None|0
peek_right|None|None|7612
size|None|None|6
empty|None|None|0
get|0|None|-6780
size|None|None|6
empty|None|None|0
peek_right|None|None|7612
size|None|None|6
empty|None|None|0
peek_left|None|None|-6780
size|None|None|6
empty|None|None|0
peek_left|None|None|-6780
size|None|None|6
empty|None|None|0
peek_left|None|None|-6780
size|None|None|6
empty|None|None|0
set|0|-5427|-5427
size|None|None|6
empty|None|None|0
peek_left|None|None|-5427
size|None|None|6
empty|None|None|0
get|4|None|-7602
size|None|None|6
empty|None|None|0
set|0|8057|8057
size|None|None|6
empty|None|None|0
peek_left|None|None|8057
reverse|None|None|7612,-7602,8544,6968,-5226,8057
size|None|None|6
empty|None|None|0
get|3|None|6968
size|None|None|6
empty|None|None|0
set|1|-3629|-3629
size|None|None|6
empty|None|None|0
peek_right|None|None|8057
size|None|None|6
empty|None|None|0
set|3|-5219|-5219
size|None|None|6
empty|None|None|0
peek_right|None|None|8057
size|None|None|6
empty|None|None|0
peek_right|None|None|8057
size|None|None|6
empty|None|None|0
get|0|None|7612
size|None|None|6
empty|None|None|0
set|5|-34|-34
size|None|None|6
empty|None|None|0
peek_left|None|None|7612
size|None|None|6
empty|None|None|0
peek_right|None|None|-34
